"agency_id","agency_name","agency_url","agency_timezone","agency_lang","agency_phone"
1,"S-Bahn Berlin GmbH","http://www.s-bahn-berlin.de","Europe/Berlin","de",""
32,"Oberhavel Verkehrsgesellschaft mbH","https://www.ovg-online.de","Europe/Berlin","de",""
47,"Verkehrsbetriebe Brandenburg an der Havel GmbH","http://www.vbbr.de","Europe/Berlin","de",""
84,"Stadtverkehrsgesellschaft mbH Frankfurt (Oder)","http://www.svf-ffo.de","Europe/Berlin","de",""
92,"Havelbus Verkehrsgesellschaft mbH","http://www.havelbus.de","Europe/Berlin","de",""
93,"Uckermärkische Verkehrsgesellschaft mbH","http://www.wirbewegensie.de","Europe/Berlin","de",""
108,"DB Regio AG","http://www.bahn.de/brandenburg","Europe/Berlin","de",""
138,"Günter Anger Güterverkehrs GmbH & Co. Omnibusvermietung KG","http://www.anger-busvermietung.de","Europe/Berlin","de",""
150,"Verkehrsbetrieb Potsdam GmbH","http://www.vip-potsdam.de","Europe/Berlin","de",""
241,"Barnimer Busgesellschaft mbH","http://www.bbg-eberswalde.de","Europe/Berlin","de",""
246,"Verkehrsgesellschaft Teltow-Fläming mbH","http://www.vtf-online.de","Europe/Berlin","de",""
251,"Regionale Verkehrsgesellschaft Dahme-Spreewald mbH","http://www.rvs-lds.de","Europe/Berlin","de",""
341,"Verkehrsmanagement Elbe-Elster GmbH","http://www.verkehrsmanagement-elbeelster.de","Europe/Berlin","de",""
346,"Verkehrsgesellschaft Oberspreewald-Lausitz mbH","http://www.vgosl.de","Europe/Berlin","de",""
476,"Fritz Behrendt OHG","http://www.behrendt-touristik.de","Europe/Berlin","de",""
480,"Glaser","http://www.busreisen-glaser.de","Europe/Berlin","de",""
486,"Schöneicher Rüdersdorfer Straßenbahn GmbH","http://www.srs-tram.de","Europe/Berlin","de",""
487,"Strausberger Eisenbahn GmbH","http://www.strausberger-eisenbahn.de","Europe/Berlin","de",""
516,"Cottbusverkehr GmbH","http://www.cottbusverkehr.de","Europe/Berlin","de",""
566,"Busverkehr Oder-Spree GmbH","http://www.bos-fw.de","Europe/Berlin","de",""
596,"NEB Betriebsgesellschaft mbH","http://www.neb.de","Europe/Berlin","de",""
606,"A. Reich GmbH Busbetrieb","http://www.a-reich.com","Europe/Berlin","de",""
706,"Sabinchen Touristik GmbH","http://www.vbb.de/de/article/verkehrsunternehmen-im-vbb/sabinchen-touristik-gmbh/6613.html","Europe/Berlin","de",""
721,"Busverkehr Gerd Schmidt","http://www.fahrschuleschmidt.de","Europe/Berlin","de",""
726,"ORP Ostprignitz-Ruppiner Personennahverkehrsgesellschaft mbH","http://www.orp-busse.de","Europe/Berlin","de",""
731,"ODEG Ostdeutsche Eisenbahn GmbH","http://www.odeg.de","Europe/Berlin","de",""
751,"Hanseatische Eisenbahn","http://www.hanseatische-eisenbahn.de","Europe/Berlin","de",""
772,"DB Regio Bus Ost GmbH","https://www.dbregiobus-ost.de","Europe/Berlin","de",""
781,"Lange","http://www.lange-tours.de","Europe/Berlin","de",""
796,"Berliner Verkehrsbetriebe","http://www.bvg.de","Europe/Berlin","de",""
816,"prignitzbus","http://www.prignitz-bus.de","Europe/Berlin","de",""
841,"mobus Märkisch-Oderland Bus GmbH","http://www.mo-bus.de","Europe/Berlin","de","+493341-4494900"
846,"regiobus Potsdam Mittelmark GmbH","http://www.regiobus-pm.de","Europe/Berlin","de",""
856,"Mitteldeutsche Regiobahn","https://www.mitteldeutsche-regiobahn.de/","Europe/Berlin","",""
996,"Betreiber: ecoVista","https://www.ecovista.eu","Europe/Berlin","","+498218090050"

"service_id","monday","tuesday","wednesday","thursday","friday","saturday","sunday","start_date","end_date"
190,0,0,0,0,0,0,0,20260430,20261212
191,1,1,1,1,1,0,0,20260430,20261212
192,0,0,0,0,0,0,0,20260430,20261212
193,0,0,0,0,0,0,0,20260430,20261212
194,0,0,0,0,0,0,0,20260430,20261212
195,0,0,0,0,0,0,0,20260430,20261212
196,0,0,0,0,0,0,0,20260430,20261212
197,0,0,0,0,1,0,0,20260430,20261212
198,0,0,0,0,0,0,0,20260430,20261212
199,0,0,0,0,0,0,0,20260430,20261212
200,0,0,0,0,0,0,0,20260430,20261212
201,0,0,0,0,0,0,0,20260430,20261212
202,1,1,1,1,1,1,0,20260430,20261212
203,0,0,0,0,0,0,0,20260430,20261212
204,1,1,1,1,1,0,0,20260430,20261212
205,0,0,0,0,0,0,0,20260430,20261212
206,0,0,0,0,0,0,0,20260430,20261212
207,1,1,1,1,1,1,1,20260430,20261212
208,0,0,0,0,0,0,0,20260430,20261212
209,0,0,0,0,0,0,0,20260430,20261212
210,0,0,0,0,0,0,0,20260430,20261212
211,0,0,0,0,0,0,0,20260430,20261212
212,0,0,0,0,0,0,0,20260430,20261212
213,0,0,0,0,0,0,0,20260430,20261212
214,0,0,0,0,0,0,0,20260430,20261212
215,0,0,0,0,0,0,0,20260430,20261212
216,1,1,1,1,0,1,1,20260430,20261212
217,0,0,0,0,0,0,0,20260430,20261212
218,0,0,0,0,0,0,0,20260430,20261212
219,0,0,0,0,0,0,0,20260430,20261212
220,0,0,0,0,0,0,0,20260430,20261212
221,1,1,1,1,1,0,0,20260430,20261212
222,0,0,0,0,0,0,0,20260430,20261212
223,0,0,0,0,0,1,0,20260430,20261212
224,0,0,0,0,0,0,0,20260430,20261212
225,0,0,0,0,0,0,0,20260430,20261212
226,0,0,0,0,0,0,0,20260430,20261212
227,0,0,0,0,0,0,0,20260430,20261212
228,0,0,0,0,0,0,0,20260430,20261212
229,0,0,0,0,1,1,0,20260430,20261212
230,0,0,0,0,0,0,0,20260430,20261212
231,0,0,0,0,0,0,0,20260430,20261212
232,0,0,0,0,0,0,0,20260430,20261212
233,1,1,1,1,1,1,1,20260430,20261212
234,0,0,0,0,0,1,1,20260430,20261212
235,1,1,1,1,1,0,0,20260430,20261212
236,0,0,0,0,0,1,1,20260430,20261212
237,1,1,1,1,1,1,1,20260430,20261212
238,0,0,0,0,0,0,0,20260430,20261212
239,1,1,1,1,1,1,1,20260430,20261212
240,0,0,0,0,0,0,0,20260430,20261212
241,1,1,1,1,1,1,1,20260430,20261212
242,1,1,1,1,1,1,1,20260430,20261212
243,1,1,1,1,1,0,0,20260430,20261212
244,0,0,0,0,0,0,0,20260430,20261212
245,1,1,1,1,1,1,1,20260430,20261212
246,1,1,1,1,1,1,1,20260430,20261212
247,0,0,0,0,0,0,1,20260430,20261212
248,0,0,0,0,0,1,0,20260430,20261212
249,0,0,0,0,0,0,0,20260430,20261212
250,0,0,0,0,0,0,0,20260430,20261212
251,0,0,0,0,0,0,0,20260430,20261212
252,0,0,0,0,0,0,0,20260430,20261212
253,0,0,0,0,0,0,0,20260430,20261212
254,1,1,1,1,1,1,0,20260430,20261212
255,0,0,0,0,0,0,0,20260430,20261212
256,0,0,0,0,0,0,0,20260430,20261212
257,1,1,1,1,1,1,1,20260430,20261212
258,1,1,1,1,1,1,1,20260430,20261212
259,1,1,1,1,1,0,0,20260430,20261212
260,1,1,1,1,1,1,1,20260430,20261212
261,0,0,0,0,0,0,0,20260430,20261212
262,0,0,0,0,0,0,0,20260430,20261212
263,0,0,0,0,0,0,0,20260430,20261212
264,1,1,1,1,1,1,1,20260430,20261212
265,0,0,0,0,0,0,0,20260430,20261212
266,1,1,1,1,1,1,1,20260430,20261212
267,0,0,0,0,0,0,0,20260430,20261212
268,0,0,0,0,0,0,0,20260430,20261212
269,0,0,0,0,0,1,1,20260430,20261212
270,1,0,1,0,1,0,0,20260430,20261212
271,0,1,0,1,0,0,0,20260430,20261212
272,0,0,0,0,0,0,0,20260430,20261212
273,0,0,0,0,0,0,0,20260430,20261212
274,1,1,1,1,1,1,0,20260430,20261212
275,1,1,1,1,1,1,1,20260430,20261212
276,1,1,1,1,1,1,1,20260430,20261212
277,1,1,1,1,1,1,1,20260430,20261212
278,0,0,0,0,0,1,0,20260430,20261212
279,0,0,0,0,0,0,0,20260430,20261212
280,1,1,1,1,1,0,0,20260430,20261212
281,0,0,0,0,0,1,1,20260430,20261212
282,1,1,1,1,1,1,1,20260430,20261212
283,1,1,1,1,1,1,0,20260430,20261212
284,0,1,0,0,1,0,0,20260430,20261212
285,0,0,0,0,0,0,0,20260430,20261212
286,0,0,0,0,0,0,0,20260430,20261212
287,0,1,0,0,1,0,0,20260430,20261212
288,0,0,0,0,0,0,0,20260430,20261212
289,1,1,1,1,0,0,0,20260430,20261212
290,0,1,0,0,1,0,0,20260430,20261212
291,0,1,1,1,0,0,0,20260430,20261212
292,0,0,0,0,0,1,1,20260430,20261212
293,0,0,0,0,0,0,0,20260430,20261212
294,0,0,0,0,0,0,0,20260430,20261212
295,0,0,0,0,0,0,0,20260430,20261212
296,0,0,0,0,0,0,0,20260430,20261212
297,0,0,0,0,0,0,0,20260430,20261212
298,0,0,0,0,0,0,0,20260430,20261212
299,0,0,0,0,0,0,0,20260430,20261212
300,0,0,0,0,0,0,0,20260430,20261212
301,0,1,0,0,0,0,0,20260430,20261212
302,0,0,1,0,0,0,0,20260430,20261212
303,0,0,0,0,1,0,0,20260430,20261212
304,1,1,1,1,1,0,0,20260430,20261212
305,1,1,1,1,1,0,0,20260430,20261212
306,0,0,0,0,0,1,0,20260430,20261212
307,0,0,0,0,0,0,1,20260430,20261212
308,0,0,1,0,1,0,0,20260430,20261212
309,1,1,0,1,0,0,0,20260430,20261212
310,1,1,0,1,1,0,0,20260430,20261212
311,0,0,1,0,0,0,0,20260430,20261212
312,1,0,1,1,1,0,0,20260430,20261212
313,0,0,0,0,1,0,0,20260430,20261212
314,1,1,1,1,1,1,1,20260430,20261212
315,0,0,0,0,0,0,0,20260430,20261212
316,0,0,0,0,0,0,0,20260430,20261212
317,0,0,0,0,0,0,0,20260430,20261212
318,1,1,1,1,1,0,0,20260430,20261212
319,0,0,0,0,0,0,0,20260430,20261212
320,1,1,1,1,1,1,1,20260430,20261212
321,0,0,0,0,0,0,0,20260430,20261212
322,0,0,0,0,0,1,1,20260430,20261212
323,0,0,0,0,0,0,0,20260430,20261212
324,0,0,0,0,0,0,0,20260430,20261212
325,0,0,0,0,0,0,0,20260430,20261212
326,0,1,0,1,0,0,0,20260430,20261212
327,0,0,0,0,0,0,0,20260430,20261212
328,0,0,0,0,0,0,0,20260430,20261212
329,0,0,0,1,0,0,0,20260430,20261212
330,0,0,0,0,0,1,1,20260430,20261212
331,0,0,0,0,0,0,0,20260430,20261212
332,1,0,1,0,1,0,0,20260430,20261212
333,0,0,0,0,0,0,0,20260430,20261212
334,0,0,0,0,0,0,0,20260430,20261212
335,0,0,0,0,0,0,0,20260430,20261212
336,0,0,0,0,0,0,0,20260430,20261212
337,0,0,0,0,0,0,0,20260430,20261212
338,0,0,0,0,0,0,0,20260430,20261212
339,0,0,0,1,0,0,0,20260430,20261212
340,0,0,0,0,0,0,0,20260430,20261212
341,0,0,0,0,0,1,1,20260430,20261212
342,1,1,1,1,1,0,0,20260430,20261212
343,0,0,0,0,0,0,0,20260430,20261212
344,0,0,0,0,0,0,0,20260430,20261212
345,0,0,0,0,0,1,0,20260430,20261212
346,0,0,0,0,0,0,0,20260430,20261212
347,0,0,0,0,0,0,1,20260430,20261212
348,1,1,1,1,1,0,1,20260430,20261212
349,0,0,0,0,0,1,0,20260430,20261212
350,1,1,1,1,1,1,1,20260430,20261212
351,1,1,1,1,1,1,0,20260430,20261212
352,1,1,1,1,1,1,1,20260430,20261212
353,0,0,0,0,0,0,0,20260430,20261212
354,1,1,1,1,1,1,0,20260430,20261212
355,0,1,1,0,0,0,0,20260430,20261212
356,0,0,0,0,0,0,0,20260430,20261212
357,0,0,0,0,0,1,0,20260430,20261212
358,0,0,0,0,0,0,0,20260430,20261212
359,0,0,0,0,0,0,0,20260430,20261212
360,0,0,0,0,0,0,1,20260430,20261212
361,0,0,0,0,0,0,0,20260430,20261212
362,0,0,0,0,0,0,0,20260430,20261212
363,0,0,0,0,0,0,1,20260430,20261212
364,0,0,0,0,0,0,0,20260430,20261212
365,0,0,0,0,0,0,0,20260430,20261212
366,0,0,0,0,0,0,0,20260430,20261212
367,0,0,0,0,0,0,0,20260430,20261212
368,0,0,0,0,0,0,0,20260430,20261212
369,0,0,0,0,0,0,0,20260430,20261212
370,0,0,0,0,0,0,0,20260430,20261212
371,0,0,0,0,0,0,0,20260430,20261212
372,0,0,0,0,0,0,0,20260430,20261212
373,0,0,0,0,0,0,0,20260430,20261212
374,0,0,0,0,0,0,0,20260430,20261212
375,0,0,0,0,0,0,0,20260430,20261212
376,0,0,0,0,0,0,0,20260430,20261212
377,0,0,0,0,0,0,0,20260430,20261212
378,0,0,0,0,0,0,0,20260430,20261212
379,0,0,0,0,0,0,0,20260430,20261212
380,0,0,0,0,0,0,0,20260430,20261212
381,0,0,0,0,0,0,0,20260430,20261212
382,0,0,0,0,0,0,0,20260430,20261212
383,0,0,0,0,0,0,0,20260430,20261212
384,0,0,0,0,0,0,0,20260430,20261212
385,0,0,0,0,0,0,0,20260430,20261212
386,1,1,1,0,0,0,1,20260430,20261212
387,0,0,0,0,0,0,0,20260430,20261212
388,0,0,0,0,0,0,0,20260430,20261212
389,1,1,1,0,0,0,0,20260430,20261212
390,0,0,0,0,0,0,0,20260430,20261212
391,0,0,0,0,0,0,0,20260430,20261212
392,0,0,0,0,0,0,0,20260430,20261212
393,0,0,0,0,0,0,0,20260430,20261212
394,0,0,0,0,0,0,0,20260430,20261212
395,0,0,0,0,0,0,0,20260430,20261212
396,0,0,0,0,0,0,0,20260430,20261212
397,1,1,1,1,1,1,0,20260430,20261212
398,0,0,0,0,0,0,0,20260430,20261212
399,0,0,0,0,0,0,0,20260430,20261212
400,0,0,0,0,0,0,0,20260430,20261212
401,0,0,0,0,0,0,0,20260430,20261212
402,0,0,0,0,0,0,0,20260430,20261212
403,0,0,0,0,0,0,0,20260430,20261212
404,0,0,0,0,0,0,0,20260430,20261212
405,0,0,0,0,0,0,0,20260430,20261212
406,0,0,0,0,0,0,0,20260430,20261212
407,0,0,0,0,0,0,0,20260430,20261212
408,0,0,0,0,0,0,0,20260430,20261212
409,0,0,0,0,0,0,0,20260430,20261212
410,0,0,0,0,0,0,1,20260430,20261212
411,0,0,0,0,0,0,0,20260430,20261212
412,0,0,0,0,0,0,0,20260430,20261212
413,0,0,0,0,0,0,0,20260430,20261212
414,0,0,0,0,0,0,0,20260430,20261212
415,0,0,0,0,0,0,0,20260430,20261212
416,0,0,0,0,0,0,0,20260430,20261212
417,0,0,0,0,0,0,0,20260430,20261212
418,0,0,0,0,0,0,0,20260430,20261212
419,0,0,0,0,0,0,0,20260430,20261212
420,0,1,1,0,1,0,0,20260430,20261212
421,0,0,0,0,0,0,0,20260430,20261212
422,0,0,0,0,0,0,0,20260430,20261212
423,0,0,0,0,0,0,0,20260430,20261212
424,1,1,1,1,0,0,1,20260430,20261212
425,0,0,0,0,0,0,0,20260430,20261212
426,0,0,0,0,0,0,0,20260430,20261212
427,0,0,0,0,0,0,0,20260430,20261212
428,0,0,0,0,0,0,0,20260430,20261212
429,0,0,0,0,0,0,0,20260430,20261212
